model,scenario,variant,variable,grid_type,version,n_files,filenames
CESM2,ssp126,r1i1p1f1,pr,gn,v20190730,9.0,"['pr_day_CESM2_ssp126_r1i1p1f1_gn_20150101-20241231.nc', 'pr_day_CESM2_ssp126_r1i1p1f1_gn_20250101-20341231.nc', 'pr_day_CESM2_ssp126_r1i1p1f1_gn_20350101-20441231.nc', 'pr_day_CESM2_ssp126_r1i1p1f1_gn_20450101-20541231.nc', 'pr_day_CESM2_ssp126_r1i1p1f1_gn_20550101-20641231.nc', 'pr_day_CESM2_ssp126_r1i1p1f1_gn_20650101-20741231.nc', 'pr_day_CESM2_ssp126_r1i1p1f1_gn_20750101-20841231.nc', 'pr_day_CESM2_ssp126_r1i1p1f1_gn_20850101-20941231.nc', 'pr_day_CESM2_ssp126_r1i1p1f1_gn_20950101-21010101.nc']"
CESM2,ssp126,r1i1p1f1,psl,gn,v20190730,9.0,"['psl_day_CESM2_ssp126_r1i1p1f1_gn_20150101-20241231.nc', 'psl_day_CESM2_ssp126_r1i1p1f1_gn_20250101-20341231.nc', 'psl_day_CESM2_ssp126_r1i1p1f1_gn_20350101-20441231.nc', 'psl_day_CESM2_ssp126_r1i1p1f1_gn_20450101-20541231.nc', 'psl_day_CESM2_ssp126_r1i1p1f1_gn_20550101-20641231.nc', 'psl_day_CESM2_ssp126_r1i1p1f1_gn_20650101-20741231.nc', 'psl_day_CESM2_ssp126_r1i1p1f1_gn_20750101-20841231.nc', 'psl_day_CESM2_ssp126_r1i1p1f1_gn_20850101-20941231.nc', 'psl_day_CESM2_ssp126_r1i1p1f1_gn_20950101-21010101.nc']"
CESM2,ssp126,r1i1p1f1,uas,,,,
CESM2,ssp126,r1i1p1f1,vas,,,,
CESM2,ssp126,r1i1p1f1,evspsbl,,,,
CESM2,ssp126,r1i1p1f1,mrro,,,,
CESM2,ssp126,r1i1p1f1,mrsos,,,,
CESM2,ssp126,r1i1p1f1,prsn,,,,
CESM2,ssp126,r1i1p1f1,snd,,,,
CESM2,ssp126,r1i1p1f1,snw,,,,
CESM2,ssp245,r1i1p1f1,tas,gn,v20190730,9.0,"['tas_day_CESM2_ssp245_r1i1p1f1_gn_20150101-20241231.nc', 'tas_day_CESM2_ssp245_r1i1p1f1_gn_20250101-20341231.nc', 'tas_day_CESM2_ssp245_r1i1p1f1_gn_20350101-20441231.nc', 'tas_day_CESM2_ssp245_r1i1p1f1_gn_20450101-20541231.nc', 'tas_day_CESM2_ssp245_r1i1p1f1_gn_20550101-20641231.nc', 'tas_day_CESM2_ssp245_r1i1p1f1_gn_20650101-20741231.nc', 'tas_day_CESM2_ssp245_r1i1p1f1_gn_20750101-20841231.nc', 'tas_day_CESM2_ssp245_r1i1p1f1_gn_20850101-20941231.nc', 'tas_day_CESM2_ssp245_r1i1p1f1_gn_20950101-21010101.nc']"
CESM2,ssp245,r1i1p1f1,pr,gn,v20190730,9.0,"['pr_day_CESM2_ssp245_r1i1p1f1_gn_20150101-20241231.nc', 'pr_day_CESM2_ssp245_r1i1p1f1_gn_20250101-20341231.nc', 'pr_day_CESM2_ssp245_r1i1p1f1_gn_20350101-20441231.nc', 'pr_day_CESM2_ssp245_r1i1p1f1_gn_20450101-20541231.nc', 'pr_day_CESM2_ssp245_r1i1p1f1_gn_20550101-20641231.nc', 'pr_day_CESM2_ssp245_r1i1p1f1_gn_20650101-20741231.nc', 'pr_day_CESM2_ssp245_r1i1p1f1_gn_20750101-20841231.nc', 'pr_day_CESM2_ssp245_r1i1p1f1_gn_20850101-20941231.nc', 'pr_day_CESM2_ssp245_r1i1p1f1_gn_20950101-21010101.nc']"
CESM2,ssp245,r1i1p1f1,psl,gn,v20190730,9.0,"['psl_day_CESM2_ssp245_r1i1p1f1_gn_20150101-20241231.nc', 'psl_day_CESM2_ssp245_r1i1p1f1_gn_20250101-20341231.nc', 'psl_day_CESM2_ssp245_r1i1p1f1_gn_20350101-20441231.nc', 'psl_day_CESM2_ssp245_r1i1p1f1_gn_20450101-20541231.nc', 'psl_day_CESM2_ssp245_r1i1p1f1_gn_20550101-20641231.nc', 'psl_day_CESM2_ssp245_r1i1p1f1_gn_20650101-20741231.nc', 'psl_day_CESM2_ssp245_r1i1p1f1_gn_20750101-20841231.nc', 'psl_day_CESM2_ssp245_r1i1p1f1_gn_20850101-20941231.nc', 'psl_day_CESM2_ssp245_r1i1p1f1_gn_20950101-21010101.nc']"
CESM2,ssp245,r1i1p1f1,uas,,,,
CESM2,ssp245,r1i1p1f1,vas,,,,
CESM2,ssp245,r1i1p1f1,evspsbl,,,,
CESM2,ssp245,r1i1p1f1,mrro,,,,
CESM2,ssp245,r1i1p1f1,mrsos,,,,
CESM2,ssp245,r1i1p1f1,prsn,,,,
CESM2,ssp245,r1i1p1f1,snd,,,,
CESM2,ssp245,r1i1p1f1,snw,,,,
CESM2,ssp585,r1i1p1f1,tas,gn,v20190730,9.0,"['tas_day_CESM2_ssp585_r1i1p1f1_gn_20150101-20241231.nc', 'tas_day_CESM2_ssp585_r1i1p1f1_gn_20250101-20341231.nc', 'tas_day_CESM2_ssp585_r1i1p1f1_gn_20350101-20441231.nc', 'tas_day_CESM2_ssp585_r1i1p1f1_gn_20450101-20541231.nc', 'tas_day_CESM2_ssp585_r1i1p1f1_gn_20550101-20641231.nc', 'tas_day_CESM2_ssp585_r1i1p1f1_gn_20650101-20741231.nc', 'tas_day_CESM2_ssp585_r1i1p1f1_gn_20750101-20841231.nc', 'tas_day_CESM2_ssp585_r1i1p1f1_gn_20850101-20941231.nc', 'tas_day_CESM2_ssp585_r1i1p1f1_gn_20950101-21010101.nc']"
CESM2,ssp585,r1i1p1f1,pr,gn,v20190730,9.0,"['pr_day_CESM2_ssp585_r1i1p1f1_gn_20150101-20241231.nc', 'pr_day_CESM2_ssp585_r1i1p1f1_gn_20250101-20341231.nc', 'pr_day_CESM2_ssp585_r1i1p1f1_gn_20350101-20441231.nc', 'pr_day_CESM2_ssp585_r1i1p1f1_gn_20450101-20541231.nc', 'pr_day_CESM2_ssp585_r1i1p1f1_gn_20550101-20641231.nc', 'pr_day_CESM2_ssp585_r1i1p1f1_gn_20650101-20741231.nc', 'pr_day_CESM2_ssp585_r1i1p1f1_gn_20750101-20841231.nc', 'pr_day_CESM2_ssp585_r1i1p1f1_gn_20850101-20941231.nc', 'pr_day_CESM2_ssp585_r1i1p1f1_gn_20950101-21010101.nc']"
CESM2,ssp585,r1i1p1f1,psl,gn,v20190730,9.0,"['psl_day_CESM2_ssp585_r1i1p1f1_gn_20150101-20241231.nc', 'psl_day_CESM2_ssp585_r1i1p1f1_gn_20250101-20341231.nc', 'psl_day_CESM2_ssp585_r1i1p1f1_gn_20350101-20441231.nc', 'psl_day_CESM2_ssp585_r1i1p1f1_gn_20450101-20541231.nc', 'psl_day_CESM2_ssp585_r1i1p1f1_gn_20550101-20641231.nc', 'psl_day_CESM2_ssp585_r1i1p1f1_gn_20650101-20741231.nc', 'psl_day_CESM2_ssp585_r1i1p1f1_gn_20750101-20841231.nc', 'psl_day_CESM2_ssp585_r1i1p1f1_gn_20850101-20941231.nc', 'psl_day_CESM2_ssp585_r1i1p1f1_gn_20950101-21010101.nc']"
CESM2,ssp585,r1i1p1f1,uas,,,,
CESM2,ssp585,r1i1p1f1,vas,,,,
CESM2,ssp585,r1i1p1f1,evspsbl,,,,
CESM2,ssp585,r1i1p1f1,mrro,,,,
CESM2,ssp585,r1i1p1f1,mrsos,,,,
CESM2,ssp585,r1i1p1f1,prsn,,,,
CESM2,ssp585,r1i1p1f1,snd,,,,
CESM2,ssp585,r1i1p1f1,snw,,,,
CNRM-CM6-1-HR,ssp126,r1i1p1f2,tas,gr,v20200127,2.0,"['tas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20150101-20641231.nc', 'tas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp126,r1i1p1f2,pr,gr,v20200127,4.0,"['pr_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20150101-20391231.nc', 'pr_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20400101-20641231.nc', 'pr_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20650101-20891231.nc', 'pr_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20900101-21001231.nc']"
CNRM-CM6-1-HR,ssp126,r1i1p1f2,psl,gr,v20200127,2.0,"['psl_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20150101-20641231.nc', 'psl_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp126,r1i1p1f2,uas,gr,v20200127,3.0,"['uas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20150101-20391231.nc', 'uas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20400101-20641231.nc', 'uas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp126,r1i1p1f2,vas,gr,v20200127,3.0,"['vas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20150101-20391231.nc', 'vas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20400101-20641231.nc', 'vas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp126,r1i1p1f2,evspsbl,,,,
CNRM-CM6-1-HR,ssp126,r1i1p1f2,mrro,,,,
CNRM-CM6-1-HR,ssp126,r1i1p1f2,mrsos,,,,
CNRM-CM6-1-HR,ssp126,r1i1p1f2,prsn,gr,v20200127,4.0,"['prsn_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20150101-20391231.nc', 'prsn_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20400101-20641231.nc', 'prsn_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20650101-20891231.nc', 'prsn_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20900101-21001231.nc']"
CNRM-CM6-1-HR,ssp126,r1i1p1f2,snd,,,,
CNRM-CM6-1-HR,ssp126,r1i1p1f2,snw,,,,
CNRM-CM6-1-HR,ssp245,r1i1p1f2,tas,gr,v20191202,2.0,"['tas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20150101-20641231.nc', 'tas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp245,r1i1p1f2,pr,,,,
CNRM-CM6-1-HR,ssp245,r1i1p1f2,psl,gr,v20191202,2.0,"['psl_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20150101-20641231.nc', 'psl_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp245,r1i1p1f2,uas,gr,v20191202,3.0,"['uas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20150101-20391231.nc', 'uas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20400101-20641231.nc', 'uas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp245,r1i1p1f2,vas,gr,v20191202,3.0,"['vas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20150101-20391231.nc', 'vas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20400101-20641231.nc', 'vas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp245,r1i1p1f2,evspsbl,,,,
CNRM-CM6-1-HR,ssp245,r1i1p1f2,mrro,,,,
CNRM-CM6-1-HR,ssp245,r1i1p1f2,mrsos,,,,
CNRM-CM6-1-HR,ssp245,r1i1p1f2,prsn,gr,v20191202,4.0,"['prsn_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20150101-20391231.nc', 'prsn_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20400101-20641231.nc', 'prsn_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20650101-20891231.nc', 'prsn_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20900101-21001231.nc']"
CNRM-CM6-1-HR,ssp245,r1i1p1f2,snd,,,,
CNRM-CM6-1-HR,ssp245,r1i1p1f2,snw,,,,
CNRM-CM6-1-HR,ssp585,r1i1p1f2,tas,gr,v20191202,2.0,"['tas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20150101-20641231.nc', 'tas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp585,r1i1p1f2,pr,gr,v20191202,4.0,"['pr_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20150101-20391231.nc', 'pr_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20400101-20641231.nc', 'pr_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20650101-20891231.nc', 'pr_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20900101-21001231.nc']"
CNRM-CM6-1-HR,ssp585,r1i1p1f2,psl,gr,v20191202,2.0,"['psl_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20150101-20641231.nc', 'psl_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp585,r1i1p1f2,uas,gr,v20191202,3.0,"['uas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20150101-20391231.nc', 'uas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20400101-20641231.nc', 'uas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp585,r1i1p1f2,vas,gr,v20191202,3.0,"['vas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20150101-20391231.nc', 'vas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20400101-20641231.nc', 'vas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp585,r1i1p1f2,evspsbl,,,,
CNRM-CM6-1-HR,ssp585,r1i1p1f2,mrro,,,,
CNRM-CM6-1-HR,ssp585,r1i1p1f2,mrsos,,,,
CNRM-CM6-1-HR,ssp585,r1i1p1f2,prsn,gr,v20191202,3.0,"['prsn_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20150101-20391231.nc', 'prsn_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20400101-20641231.nc', 'prsn_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20650101-21001231.nc']"
CNRM-CM6-1-HR,ssp585,r1i1p1f2,snd,,,,
CNRM-CM6-1-HR,ssp585,r1i1p1f2,snw,,,,
EC-Earth3-Veg,ssp126,r1i1p1f1,tas,gr,v20200225,25.0,"['tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20210101-20211231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20230101-20231231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20240101-20241231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20300101-20301231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20330101-20331231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20350101-20351231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20360101-20361231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20410101-20411231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20510101-20511231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20540101-20541231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20560101-20561231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20580101-20581231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20610101-20611231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20630101-20631231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20670101-20671231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20710101-20711231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20720101-20721231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20730101-20731231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20830101-20831231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20870101-20871231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20880101-20881231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20910101-20911231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20950101-20951231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20970101-20971231.nc', 'tas_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_21000101-21001231.nc']"
EC-Earth3-Veg,ssp126,r1i1p1f1,pr,gr,v20200225,86.0,"['pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20150101-20151231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20160101-20161231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20170101-20171231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20180101-20181231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20190101-20191231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20200101-20201231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20210101-20211231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20220101-20221231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20230101-20231231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20240101-20241231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20250101-20251231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20260101-20261231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20270101-20271231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20280101-20281231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20290101-20291231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20300101-20301231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20310101-20311231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20320101-20321231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20330101-20331231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20340101-20341231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20350101-20351231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20360101-20361231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20370101-20371231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20380101-20381231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20390101-20391231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20400101-20401231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20410101-20411231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20420101-20421231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20430101-20431231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20440101-20441231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20450101-20451231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20460101-20461231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20470101-20471231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20480101-20481231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20490101-20491231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20500101-20501231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20510101-20511231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20520101-20521231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20530101-20531231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20540101-20541231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20550101-20551231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20560101-20561231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20570101-20571231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20580101-20581231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20590101-20591231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20600101-20601231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20610101-20611231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20620101-20621231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20630101-20631231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20640101-20641231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20650101-20651231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20660101-20661231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20670101-20671231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20680101-20681231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20690101-20691231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20700101-20701231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20710101-20711231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20720101-20721231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20730101-20731231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20740101-20741231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20750101-20751231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20760101-20761231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20770101-20771231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20780101-20781231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20790101-20791231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20800101-20801231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20810101-20811231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20820101-20821231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20830101-20831231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20840101-20841231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20850101-20851231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20860101-20861231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20870101-20871231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20880101-20881231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20890101-20891231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20900101-20901231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20910101-20911231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20920101-20921231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20930101-20931231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20940101-20941231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20950101-20951231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20960101-20961231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20970101-20971231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20980101-20981231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20990101-20991231.nc', 'pr_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_21000101-21001231.nc']"
EC-Earth3-Veg,ssp126,r1i1p1f1,psl,gr,v20200225,16.0,"['psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20850101-20851231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20860101-20861231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20870101-20871231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20880101-20881231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20890101-20891231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20900101-20901231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20910101-20911231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20920101-20921231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20930101-20931231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20940101-20941231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20950101-20951231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20960101-20961231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20970101-20971231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20980101-20981231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_20990101-20991231.nc', 'psl_day_EC-Earth3-Veg_ssp126_r1i1p1f1_gr_21000101-21001231.nc']"
